icao_code,long_destination,medium_destination,short_destination,lat_1,long_1,group,lat_2,long_2
KILG,0,0,0,39.67869949,-75.60649872,1,42.422199249268,-87.867897033691
KUGN,2,0,0,42.422199249268,-87.867897033691,1,26.7231006622314,50.0307998657227
OERT,0,0,0,26.7231006622314,50.0307998657227,1,24.3788890838623,54.3161125183106
OMAF,1,0,0,24.3788890838623,54.3161125183106,1,45.4136009216309,-76.3657989501953
CNP3,0,0,0,45.4136009216309,-76.3657989501953,1,38.8527984619141,-94.9100036621094
SN59,0,1,0,38.8527984619141,-94.9100036621094,1,-19.254999,-44.473331
SWZT,1,0,0,-19.254999,-44.473331,1,37.2335014343262,-79.5852966308594
0VA1,0,0,0,37.2335014343262,-79.5852966308594,1,55.871899,-4.43306
EGPF,0,1,4,55.871899,-4.43306,1,33.298829,-111.915795
KP19,0,0,0,33.298829,-111.915795,1,49.6233333,6.2044444
ELLX,16,0,1,49.6233333,6.2044444,1,38.0303993225,-120.415000916
KO22,0,1,0,38.0303993225,-120.415000916,1,33.67570114,-117.8679962
KSNA,0,9,0,33.67570114,-117.8679962,1,41.6661987304687,-1.04155004024506
LEZG,1,0,0,41.6661987304687,-1.04155004024506,1,13.6810998916626,100.747001647949
VTBS,112,4,5,13.6810998916626,100.747001647949,1,44.5711111,26.085
LROP,0,1,0,44.5711111,26.085,1,37.5583,126.791
RKSS,3,2,0,37.5583,126.791,1,47.6856002807617,-53.2538986206055
CHG2,0,1,0,47.6856002807617,-53.2538986206055,1,55.5093994140625,-4.586669921875
EGPK,1,0,0,55.5093994140625,-4.586669921875,1,38.55390167,-121.2979965
KMHR,0,4,0,38.55390167,-121.2979965,1,39.4990997314453,-119.767997741699
KRNO,0,1,1,39.4990997314453,-119.767997741699,1,43.5693016052246,-116.777000427246
08ID,0,0,0,43.5693016052246,-116.777000427246,1,33.12829971,-117.2799988
KCRQ,2,2,2,33.12829971,-117.2799988,1,-16.3411006927,-71.5830993652
SPQU,0,0,0,-16.3411006927,-71.5830993652,1,31.774861,-106.470681
TS53,0,1,0,31.774861,-106.470681,1,-26.3543156175,28.466791153
FADR,0,0,0,-26.3543156175,28.466791153,1,19.7553005219,-99.0164031982
MMSM,1,0,0,19.7553005219,-99.0164031982,1,42.665500640869,-83.420097351074
KPTK,0,0,0,42.665500640869,-83.420097351074,1,38.398102,-77.455498
KRMN,1,0,0,38.398102,-77.455498,2,40.7883987426758,-111.977996826172
KSLC,0,1,0,40.7883987426758,-111.977996826172,2,43.095901,12.5132
LIRZ,0,0,0,43.095901,12.5132,2,-35.3069000244141,149.195007324219
YSCB,0,0,0,-35.3069000244141,149.195007324219,2,55.9500007629395,-3.37249994277954
EGPH,0,2,0,55.9500007629395,-3.37249994277954,2,32.6285018920898,-97.3535995483399
K9F9,0,1,0,32.6285018920898,-97.3535995483399,2,35.2456,-97.472099
KOUN,0,1,0,35.2456,-97.472099,2,32.819801,-97.362396
KFTW,0,0,0,32.819801,-97.362396,2,38.7643013,-87.6054992676
KLWV,0,0,0,38.7643013,-87.6054992676,2,32.115004,-110.938053
KTUS,0,1,0,32.115004,-110.938053,2,-34.5592,-58.4156
SABE,1,0,0,-34.5592,-58.4156,2,49.193901062,-123.183998108
CYVR,68,17,9,49.193901062,-123.183998108,2,42.1904983521,-71.1728973389
KOWD,4,3,0,42.1904983521,-71.1728973389,2,35.9085006713867,-79.9872970581055
NC03,0,0,0,35.9085006713867,-79.9872970581055,2,24.5188999176025,54.9800987243652
OM11,4,0,1,24.5188999176025,54.9800987243652,2,38.0783996582031,-89.9795989990234
5IS3,0,1,0,38.0783996582031,-89.9795989990234,2,33.533561,-112.960192
AZ85,0,0,0,33.533561,-112.960192,2,43.1735992432,-79.9349975586
CYHM,0,2,0,43.1735992432,-79.9349975586,2,45.540401,-122.949997
KHIO,0,1,0,45.540401,-122.949997,2,9.99386024475098,-84.2088012695313
MROC,3,1,0,9.99386024475098,-84.2088012695313,2,33.5500984191894,-84.1666030883789
4GE2,7,2,1,33.5500984191894,-84.1666030883789,2,36.9622001647949,127.03099822998
RKSG,1,0,0,36.9622001647949,127.03099822998,2,32.4095993042,-111.218002319
KAVQ,0,1,0,32.4095993042,-111.218002319,2,38.2335014343262,-91.1642990112305
KUUV,0,0,1,38.2335014343262,-91.1642990112305,2,35.113899230957,-118.597999572754
9CA0,0,0,0,35.113899230957,-118.597999572754,2,53.878175,-1.662477
EGNP,0,0,0,53.878175,-1.662477,2,44.6278991699219,-93.2281036376953
KLVN,0,0,0,44.6278991699219,-93.2281036376953,2,38.77600098,-122.9929962
KO60,0,1,0,38.77600098,-122.9929962,2,43.1399002075195,-89.3375015258789
KMSN,0,0,1,43.1399002075195,-89.3375015258789,2,50.1008,14.26
LKPR,1,0,0,50.1008,14.26,2,39.8334007263184,-82.7332000732422
OH43,1,0,0,39.8334007263184,-82.7332000732422,2,-17.6448,-63.135399
SLVR,1,2,1,-17.6448,-63.135399,2,34.8856010437012,-86.7099990844727
AL93,0,1,0,34.8856010437012,-86.7099990844727,2,12.5335,-7.94994
GABS,0,0,0,12.5335,-7.94994,2,35.202598,-81.149902
KAKH,0,1,0,35.202598,-81.149902,2,44.4133,8.8375
LIMJ,0,0,0,44.4133,8.8375,2,-37.0080986023,174.792007446
NZAA,33,5,4,-37.0080986023,174.792007446,2,5.93721008300781,116.051002502441
WBKK,0,0,2,5.93721008300781,116.051002502441,2,39.983001709,-104.705001831
CO12,0,0,0,39.983001709,-104.705001831,2,40.4967002868652,-3.44586992263794
LETO,0,0,0,40.4967002868652,-3.44586992263794,2,3.13057994842529,101.549003601074
WMSA,2,0,0,3.13057994842529,101.549003601074,2,1.3441400528,104.009002686
WSAC,2,0,0,1.3441400528,104.009002686,2,33.04759979248,-110.90899658203
KE67,0,0,1,33.04759979248,-110.90899658203,2,40.451804,-105.011
KFNL,0,0,0,40.451804,-105.011,2,-12.16069984436,-76.998901367188
SPLP,0,0,0,-12.16069984436,-76.998901367188,2,39.2841987609863,-84.2113037109375
5OI0,0,1,0,39.2841987609863,-84.2113037109375,2,32.93119812,-97.41169739
KT67,0,1,0,32.93119812,-97.41169739,2,37.090599,127.029999
RKSO,1,0,0,37.090599,127.029999,2,29.2425003051758,-82.5454025268555
96FL,0,0,0,29.2425003051758,-82.5454025268555,2,38.7482986450195,-76.9328002929688
KW32,2,0,0,38.7482986450195,-76.9328002929688,2,-32.9036,-60.785
SAAR,1,0,0,-32.9036,-60.785,2,1.3604199886322,103.910003662109
WSAP,14,0,1,1.3604199886322,103.910003662109,2,44.9345016479492,-93.0599975585938
KSTP,0,0,0,44.9345016479492,-93.0599975585938,2,-26.2425003052,28.1511993408
FAGM,17,0,0,-26.2425003052,28.1511993408,2,35.8969993591309,-92.6589965820312
K4A5,0,0,1,35.8969993591309,-92.6589965820312,2,37.701000213623,-113.098999023438
KCDC,0,0,0,37.701000213623,-113.098999023438,2,40.639801,-73.7789
KJFK,241,95,16,40.639801,-73.7789,2,38.3768005371094,-121.96199798584
KVCB,0,0,0,38.3768005371094,-121.96199798584,2,32.1147,34.7822
LLSD,2,0,0,32.1147,34.7822,2,51.3967018127441,-3.34332990646362
EGFF,0,1,0,51.3967018127441,-3.34332990646362,2,54.3776016235352,18.4661998748779
EPGD,0,0,0,54.3776016235352,18.4661998748779,2,28.7775993347168,-81.2375030517578
KSFB,0,1,0,28.7775993347168,-81.2375030517578,2,37.0144004822,-7.96590995789
LPFR,1,0,0,37.0144004822,-7.96590995789,2,28.5086002349853,-81.8003005981445
21FL,0,0,0,28.5086002349853,-81.8003005981445,2,25.6135005950928,55.9388008117676
OMRK,0,0,0,25.6135005950928,55.9388008117676,2,27.0555992126465,-81.9705963134766
09FL,0,0,0,27.0555992126465,-81.9705963134766,2,42.0843851004,-83.5170149803
71MI,0,0,1,42.0843851004,-83.5170149803,2,51.1988983154,2.8622200489
EBOS,1,0,0,51.1988983154,2.8622200489,2,32.9686012268,-96.8364028931
KADS,1,0,0,32.9686012268,-96.8364028931,2,40.61949921,-111.9929962
KU42,1,4,1,40.61949921,-111.9929962,2,26.2707996368408,50.6335983276367
OBBI,2,2,18,26.2707996368408,50.6335983276367,2,40.5638999938965,-112.013999938965
UT13,1,0,0,40.5638999938965,-112.013999938965,2,39.548900604248,-86.4766998291016
6IN6,1,0,0,39.548900604248,-86.4766998291016,2,44.8807983398,-63.5085983276
CYHZ,0,1,0,44.8807983398,-63.5085983276,2,34.0158,-118.450996
KSMO,0,0,0,34.0158,-118.450996,2,47.4436,8.23361
LSZF,0,0,1,47.4436,8.23361,2,22.149599,113.592003
VMMC,7,1,0,22.149599,113.592003,2,40.0393981934,-105.225997925
KBDU,0,2,0,40.0393981934,-105.225997925,2,40.0155983,-74.59169769
KWRI,2,0,0,40.0155983,-74.59169769,2,46.2380981445313,6.10895013809204
LSGG,3,0,0,46.2380981445313,6.10895013809204,2,18.5820999145508,73.9197006225586
VAPO,4,0,0,18.5820999145508,73.9197006225586,2,51.874698638916,-0.368333011865616
EGGW,12,1,2,51.874698638916,-0.368333011865616,2,33.30780029,-111.6549988
KIWA,1,0,0,33.30780029,-111.6549988,2,35.0424003601074,-89.9766998291016
KMEM,6,0,0,35.0424003601074,-89.9766998291016,2,38.5125007629,-121.492996216
KSAC,0,0,0,38.5125007629,-121.492996216,2,41.2481002808,-8.68138980865
LPPR,0,0,0,41.2481002808,-8.68138980865,2,28.1575164794922,-81.2347946166992
72FL,2,0,0,28.1575164794922,-81.2347946166992,2,-26.0845963451,28.3903865814
FARA,1,0,0,-26.0845963451,28.3903865814,2,29.9843997955322,-95.3414001464844
KIAH,19,5,1,29.9843997955322,-95.3414001464844,2,25.0694007873535,121.552001953125
RCSS,0,0,0,25.0694007873535,121.552001953125,2,33.4641990661621,-84.6632995605469
2GE8,1,0,0,33.4641990661621,-84.6632995605469,2,27.7651,-82.626999
KSPG,0,0,0,27.7651,-82.626999,2,38.262699127197,-121.92700195312
KSUU,1,0,0,38.262699127197,-121.92700195312,2,46.914100647,7.49714994431
LSZB,1,0,0,46.914100647,7.49714994431,2,14.5086,121.019997
RPLL,61,3,3,14.5086,121.019997,2,-28.1644001007,153.505004883
YBCG,1,0,0,-28.1644001007,153.505004883,2,-33.9460983276367,151.177001953125
YSSY,111,3,19,-33.9460983276367,151.177001953125,2,39.6296997070312,-104.518997192383
CO02,0,1,0,39.6296997070312,-104.518997192383,2,52.1656990051,20.9671001434
EPWA,1,0,7,52.1656990051,20.9671001434,2,14.9245004653931,-23.4934997558594
GVNP,0,1,0,14.9245004653931,-23.4934997558594,2,45.145,-93.211401
KANE,0,0,0,45.145,-93.211401,2,35.53419876,-97.64710236
KPWA,0,0,0,35.53419876,-97.64710236,2,29.38419914,-98.58110046
KSKF,0,0,0,29.38419914,-98.58110046,2,40.8501014709,-74.060798645
KTEB,5,9,1,40.8501014709,-74.060798645,2,40.471926,-3.56264
LEMD,108,0,43,40.471926,-3.56264,2,13.7332,-60.952599
TLPL,0,0,0,13.7332,-60.952599,2,49.498699,11.078056
EDDN,0,0,0,49.498699,11.078056,2,51.75,-1.58362
EGVN,0,0,0,51.75,-1.58362,2,43.1142997741699,-89.5315017700195
KC29,0,1,0,43.1142997741699,-89.5315017700195,2,38.84759903,-94.73760223
KOJC,0,0,1,38.84759903,-94.73760223,2,-23.5090999603,-46.6377983093
SBMT,3,0,0,-23.5090999603,-46.6377983093,2,33.8153991699219,-98.2281036376953
TE10,0,0,0,33.8153991699219,-98.2281036376953,2,45.2336997986,-122.856002808
67OR,0,0,1,45.2336997986,-122.856002808,2,40.6925010681152,-74.168701171875
KEWR,71,31,13,40.6925010681152,-74.168701171875,2,33.8720016479,-117.980003357
KFUL,0,0,0,33.8720016479,-117.980003357,2,33.922798,-118.334999
KHHR,64,55,2,33.922798,-118.334999,2,-0.083333298563957,-78.283332824707
SEAS,0,1,0,-0.083333298563957,-78.283332824707,2,54.557498931885,55.874401092529
UWUU,0,0,0,54.557498931885,55.874401092529,2,51.8849983215,0.234999999404
EGSS,4,0,3,51.8849983215,0.234999999404,2,44.3852996826172,-74.2061996459961
KSLK,1,0,0,44.3852996826172,-74.2061996459961,2,38.471583,-91.817293
K1H3,0,1,0,38.471583,-91.817293,2,32.7336006165,-117.190002441
KSAN,18,18,0,32.7336006165,-117.190002441,2,5.29714012145996,100.277000427246
WMKP,1,1,0,5.29714012145996,100.277000427246,2,41.8028984069824,-72.3917007446289
CT09,0,0,0,41.8028984069824,-72.3917007446289,2,38.805801,-104.700996
KCOS,0,1,1,38.805801,-104.700996,2,37.74010086,-87.16680145
KOWB,0,1,0,37.74010086,-87.16680145,2,35.182800293,-103.602996826
KTCC,0,0,0,35.182800293,-103.602996826,2,37.4691009521484,126.450996398926
RKSI,287,28,9,37.4691009521484,126.450996398926,2,33.5376014709473,-84.638801574707
89GE,1,0,0,33.5376014709473,-84.638801574707,2,55.617900848389,12.656000137329
EKCH,22,0,2,55.617900848389,12.656000137329,2,41.5651016235,-81.4863967896
KCGF,0,1,0,41.5651016235,-81.4863967896,2,50.911701,5.77014
EHBK,2,0,0,50.911701,5.77014,2,42.54290009,-83.17790222
KVLL,0,0,1,42.54290009,-83.17790222,2,-27.6406,152.712006
YAMB,1,0,0,-27.6406,152.712006,2,26.072599,-80.152702
KFLL,4,5,0,26.072599,-80.152702,2,33.622898101807,-111.91100311279
KSDL,0,6,1,33.622898101807,-111.91100311279,2,26.6033,153.091
YBMC,1,0,0,26.6033,153.091,2,33.6595993041992,-84.6630020141602
25GA,2,1,1,33.6595993041992,-84.6630020141602,2,45.5900001525879,-73.2386016845703
CSB3,1,0,0,45.5900001525879,-73.2386016845703,2,30.4986,-97.969498
KRYW,0,1,0,30.4986,-97.969498,2,53.3335990905762,-2.8497200012207
EGGP,0,1,1,53.3335990905762,-2.8497200012207,2,28.2898006439,-81.4371032715
KISM,0,0,0,28.2898006439,-81.4371032715,2,30.7126998901367,-97.6502990722656
TS01,0,0,1,30.7126998901367,-97.6502990722656,2,41.9786,-87.9048
KORD,88,16,16,41.9786,-87.9048,2,22.4365997314453,114.080001831055
VHSK,20,0,0,22.4365997314453,114.080001831055,2,47.0040016174316,-122.236000061035
86WA,0,0,0,47.0040016174316,-122.236000061035,2,42.47000122,-71.28900146
KBED,3,2,0,42.47000122,-71.28900146,2,38.95479965,-121.0820007
KAUN,0,0,1,38.95479965,-121.0820007,2,22.5771007537842,120.349998474121
RCKH,1,0,0,22.5771007537842,120.349998474121,2,35.552299,139.779999
RJTT,63,0,0,35.552299,139.779999,2,12.6799001693726,101.004997253418
VTBU,0,0,1,12.6799001693726,101.004997253418,2,45.4706001282,-73.7407989502
CYUL,16,7,6,45.4706001282,-73.7407989502,2,37.474918,126.747272
RKRB,5,1,0,37.474918,126.747272,2,42.584202,-70.916496
KBVY,2,1,2,42.584202,-70.916496,2,40.777199,-73.872597
KLGA,1,1,3,40.777199,-73.872597,2,41.2971,2.07846
LEBL,24,0,2,41.2971,2.07846,2,50.1128005981445,14.0896997451782
LKKL,0,0,0,50.1128005981445,14.0896997451782,2,31.8978996276855,34.6907997131348
LL59,0,0,0,31.8978996276855,34.6907997131348,2,-16.885799408,145.755004883
YBCS,0,0,0,-16.885799408,145.755004883,2,49.9099998474,-97.2398986816
CYWG,0,0,0,49.9099998474,-97.2398986816,2,55.7402992249,9.15178012848
EKBI,0,0,1,55.7402992249,9.15178012848,2,25.1173000336,51.3149986267
OTBH,4,0,0,25.1173000336,51.3149986267,2,51.2757987976,-0.776332974434
EGLF,0,0,0,51.2757987976,-0.776332974434,2,-26.2385997772217,28.3017997741699
FABB,9,0,0,-26.2385997772217,28.3017997741699,2,47.5299987792969,-122.302001953125
KBFI,1,7,1,47.5299987792969,-122.302001953125,2,33.942501,-118.407997
KLAX,181,97,19,33.942501,-118.407997,2,26.6832008361816,-80.0955963134766
KPBI,0,0,0,26.6832008361816,-80.0955963134766,2,36.7933006286621,27.0916996002197
LGKO,0,0,0,36.7933006286621,27.0916996002197,2,62.1794013977051,-75.6671981811523
CYZG,0,0,0,62.1794013977051,-75.6671981811523,2,48.6898994446,9.22196006775
EDDS,0,0,0,48.6898994446,9.22196006775,2,63.007099,27.7978
EFKU,1,0,0,63.007099,27.7978,2,33.4342994689941,-112.012001037598
KPHX,16,24,3,33.4342994689941,-112.012001037598,2,26.247100830078,-80.111099243164
KPMP,0,0,0,26.247100830078,-80.111099243164,2,38.1744,-85.736
KSDF,7,0,0,38.1744,-85.736,2,53.1197013855,6.57944011688
EHGG,0,0,0,53.1197013855,6.57944011688,2,32.3639984130859,-64.6787033081055
TXKF,0,1,0,32.3639984130859,-64.6787033081055,2,55.972599,37.4146
UUEE,34,8,46,55.972599,37.4146,2,35.6017990112305,-97.7061996459961
KHSD,0,1,0,35.6017990112305,-97.7061996459961,2,38.66759872,-121.401001
KMCC,0,0,1,38.66759872,-121.401001,2,39.2976,-94.713898
KMCI,2,0,0,39.2976,-94.713898,2,40.1935005188,-76.7633972168
KMDT,0,0,0,40.1935005188,-76.7633972168,2,32.00999832,-81.14569855
KSVN,0,0,0,32.00999832,-81.14569855,2,44.020302,12.6117
LIPR,1,0,0,44.020302,12.6117,2,47.7933006287,13.0043001175
LOWS,0,0,0,47.7933006287,13.0043001175,2,34.9911994934082,-89.8155975341797
MS62,9,0,0,34.9911994934082,-89.8155975341797,2,4.70159,-74.1469
SKBO,7,2,0,4.70159,-74.1469,2,50.9700012207031,10.7277784347534
EDEG,0,0,0,50.9700012207031,10.7277784347534,2,50.4743,19.08
EPKT,0,1,2,50.4743,19.08,2,-26.2494004736,28.3982715607
FASI,0,0,0,-26.2494004736,28.3982715607,3,41.50999832,-74.26460266
KMGJ,0,1,0,41.50999832,-74.26460266,3,51.3950004577637,12.5369443893433
EDCT,1,0,1,51.3950004577637,12.5369443893433,3,53.3536987304688,-2.27495002746582
EGCC,14,3,9,53.3536987304688,-2.27495002746582,3,-43.4893989562988,172.531997680664
NZCH,0,0,0,-43.4893989562988,172.531997680664,3,42.5222015380859,-88.0279006958008
WI58,0,0,0,42.5222015380859,-88.0279006958008,3,48.353802,11.7861
EDDM,60,0,3,48.353802,11.7861,3,40.3610992431641,-122.216003417969
68CA,0,0,1,40.3610992431641,-122.216003417969,3,39.830699920654,-86.294403076172
KEYE,0,1,1,39.830699920654,-86.294403076172,3,61.2509994506836,-149.807006835938
PAED,0,1,0,61.2509994506836,-149.807006835938,3,24.9421005249023,46.3912010192871
OE53,0,1,0,24.9421005249023,46.3912010192871,3,26.3784999847,-80.1076965332
KBCT,1,2,0,26.3784999847,-80.1076965332,3,39.048801,-84.667801
KCVG,0,0,0,39.048801,-84.667801,3,31.9002990722656,-96.6003036499023
83TA,0,0,1,31.9002990722656,-96.6003036499023,3,64.1299972534,-21.9405994415
BIRK,0,0,0,64.1299972534,-21.9405994415,3,-29.6144444444,31.1197222222
FALE,2,0,0,-29.6144444444,31.1197222222,3,39.998001,-82.891899
KCMH,0,1,0,39.998001,-82.891899,3,38.2891006469727,-104.497001647949
KPUB,0,0,0,38.2891006469727,-104.497001647949,3,32.5410995483398,-116.970001220703
MMTJ,0,1,8,32.5410995483398,-116.970001220703,3,29.7192001342773,106.641998291016
ZUCK,1,2,0,29.7192001342773,106.641998291016,3,44.776798248291,-122.76000213623
5OR9,0,0,0,44.776798248291,-122.76000213623,3,51.289501,6.76678
EDDL,12,0,1,51.289501,6.76678,3,59.685001,30.338301
ULLP,0,1,1,59.685001,30.338301,3,33.5080986022949,-84.6005020141602
51GA,2,0,0,33.5080986022949,-84.6005020141602,3,45.5597991943,-123.019996643
OR81,0,0,0,45.5597991943,-123.019996643,3,-29.9830551147461,-51.3005561828613
SSJC,0,0,0,-29.9830551147461,-51.3005561828613,3,55.4087982177734,37.9062995910645
UUDD,5,1,16,55.4087982177734,37.9062995910645,3,55.8783,38.061699
UUMU,0,0,0,55.8783,38.061699,3,54.9639015197754,24.0848007202148
EYKA,1,0,0,54.9639015197754,24.0848007202148,3,40.7288017273,-73.4133987427
KFRG,0,1,0,40.7288017273,-73.4133987427,3,-12.0219002,-77.1143036
SPJC,3,3,0,-12.0219002,-77.1143036,3,13.9125995636,100.607002258
VTBD,3,0,8,13.9125995636,100.607002258,3,25.907,-80.278397
KOPF,7,1,1,25.907,-80.278397,3,38.6954002380371,-121.591003417969
KSMF,2,6,0,38.6954002380371,-121.591003417969,3,48.9693984985352,2.44139003753662
LFPB,4,0,0,48.9693984985352,2.44139003753662,3,9.95705032348633,-84.1398010253906
MRPV,0,0,0,9.95705032348633,-84.1398010253906,3,39.9020004272461,-86.3630981445312
38IN,0,0,0,39.9020004272461,-86.3630981445312,3,52.351389,13.493889
EDDB,1,0,1,52.351389,13.493889,3,60.3172,24.963301
EFHK,22,0,6,60.3172,24.963301,3,55.0374984741211,-1.69166994094849
EGNT,0,0,2,55.0374984741211,-1.69166994094849,3,39.93519974,-86.04499817
KUMP,0,0,0,39.93519974,-86.04499817,3,43.629101,1.36382
LFBO,1,0,0,43.629101,1.36382,3,25.0777,121.233002
RCTP,44,3,0,25.0777,121.233002,3,-22.2427787780762,-43.7136116027832
SDVL,1,0,0,-22.2427787780762,-43.7136116027832,3,29.559700012207,-82.4994964599609
FL66,0,1,0,29.559700012207,-82.4994964599609,3,47.682800292969,-117.32299804688
KSFF,0,0,0,47.682800292969,-117.32299804688,3,42.759701,11.0719
LIRS,1,0,0,42.759701,11.0719,3,33.6883010864,-112.083000183
KDVT,0,4,3,33.6883010864,-112.083000183,3,39.2588996887207,-84.774299621582
KI67,0,0,0,39.2588996887207,-84.774299621582,3,41.909,-70.728798
KPYM,0,1,0,41.909,-70.728798,3,32.572299957275,-116.98000335693
KSDM,0,0,2,32.572299957275,-116.98000335693,3,38.7813,-9.13592
LPPT,19,0,5,38.7813,-9.13592,3,24.896356,55.161389
OMDW,28,1,5,24.896356,55.161389,3,61.41650009,-149.5070038
PABV,0,0,1,61.41650009,-149.5070038,3,41.0085983276,-74.7379989624
K12N,0,1,0,41.0085983276,-74.7379989624,3,42.2123985290527,-83.353401184082
KDTW,1,4,0,42.2123985290527,-83.353401184082,3,35.857498,14.4775
LMML,1,0,0,35.857498,14.4775,3,44.5032005310059,26.1021003723144
LRBS,1,0,0,44.5032005310059,26.1021003723144,3,24.2646999359131,120.621002197266
RCMQ,0,0,0,24.2646999359131,120.621002197266,3,45.679501,-74.038696
CYMX,0,3,2,45.679501,-74.038696,3,42.36429977,-71.00520325
KBOS,55,34,4,42.36429977,-71.00520325,3,37.659198761,-122.122001648
KHWD,0,0,1,37.659198761,-122.122001648,3,36.039600372314,-95.984596252441
KRVS,0,1,0,36.039600372314,-95.984596252441,3,61.2135009765625,-149.843994140625
PAMR,0,1,0,61.2135009765625,-149.843994140625,3,53.630401611328,9.9882297515869
EDDH,0,0,0,53.630401611328,9.9882297515869,3,50.7799987792969,-1.84249997138977
EGHH,0,0,0,50.7799987792969,-1.84249997138977,3,41.9892997742,-88.1011962891
K06C,11,0,8,41.9892997742,-88.1011962891,3,33.4608001709,-111.727996826
KFFZ,0,0,0,33.4608001709,-111.727996826,3,40.79520035,-73.10019684
KISP,1,1,0,40.79520035,-73.10019684,3,29.533701,-98.469803
KSAT,0,1,1,29.533701,-98.469803,3,48.1702003479004,17.2126998901367
LZIB,0,1,1,48.1702003479004,17.2126998901367,3,25.0268001556,55.3661994934
OMDM,1,0,0,25.0268001556,55.3661994934,3,27.5442008972168,-82.5300979614258
6FD7,0,2,0,27.5442008972168,-82.5300979614258,3,49.9702796936,7.47916698456
EDRN,0,0,0,49.9702796936,7.47916698456,3,44.8272018433,-93.4570999146
KFCM,0,0,0,44.8272018433,-93.4570999146,3,41.0670013427734,-73.7076034545899
KHPN,5,4,1,41.0670013427734,-73.7076034545899,3,45.7132,8.69912
LILG,0,0,0,45.7132,8.69912,3,40.898602,29.3092
LTFJ,0,1,3,40.898602,29.3092,3,33.5858993530273,130.45100402832
RJFF,0,5,0,33.5858993530273,130.45100402832,3,53.1781005859375,-2.97778010368347
EGNR,1,0,0,53.1781005859375,-2.97778010368347,3,47.07920074,-122.5810013
KGRF,0,0,0,47.07920074,-122.5810013,3,24.2616996765137,55.6091995239258
OMAL,0,0,0,24.2616996765137,55.6091995239258,3,35.9038009643555,126.615997314453
RKJK,0,0,0,35.9038009643555,126.615997314453,3,40.969799041748,-75.0668029785156
67NJ,0,0,1,40.969799041748,-75.0668029785156,3,45.7919006347656,-73.6380996704102
CSA2,0,0,1,45.7919006347656,-73.6380996704102,3,60.29339981,5.218140125
ENBR,0,0,0,60.29339981,5.218140125,3,59.5894012451172,16.6336002349853
ESOW,0,0,0,59.5894012451172,16.6336002349853,3,33.7790985107,-84.5214004517
KFTY,3,0,0,33.7790985107,-84.5214004517,3,53.3521995544,-6.48611021042
EIWT,1,0,0,53.3521995544,-6.48611021042,3,47.4930992126,-122.216003418
KRNT,0,0,1,47.4930992126,-122.216003418,3,35.454601,139.449997
RJTA,3,0,0,35.454601,139.449997,3,56.9235992431641,23.9710998535156
EVRA,0,0,0,56.9235992431641,23.9710998535156,3,38.9000015258789,-95.5836029052734
2KS9,1,0,0,38.9000015258789,-95.5836029052734,3,-25.8299999237,28.2224998474
FAWK,1,0,0,-25.8299999237,28.2224998474,3,28.4293994903564,-81.3089981079102
KMCO,4,0,0,28.4293994903564,-81.3089981079102,3,-34.4532,-58.5896
SADF,0,0,0,-34.4532,-58.5896,3,22.6392993927002,113.810997009277
ZGSZ,6,0,2,22.6392993927002,113.810997009277,3,50.9014015198,4.48443984985
EBBR,13,0,2,50.9014015198,4.48443984985,3,33.91540146,-84.51629639
KMGE,0,0,0,33.91540146,-84.51629639,3,40.0798,-83.072998
KOSU,1,0,0,40.0798,-83.072998,3,50.216599,14.3958
LKVO,5,0,0,50.216599,14.3958,3,36.181099,140.414993
RJAH,4,0,0,36.181099,140.414993,3,2.745579957962,101.70999908447
WMKK,51,18,18,2.745579957962,101.70999908447,3,51.2639007568359,-113.93399810791
CEF4,1,0,0,51.2639007568359,-113.93399810791,3,39.7934,-77.778099
PA08,0,1,0,39.7934,-77.778099,3,55.5914993286,37.2615013123
UUWW,2,4,9,55.5914993286,37.2615013123,3,43.133302,-85.724998
76MI,0,0,0,43.133302,-85.724998,3,52.4538993835,-1.74802994728
EGBB,0,2,5,52.4538993835,-1.74802994728,3,52.8125,-8.28222179412842
EIER,0,1,0,52.8125,-8.28222179412842,3,39.1223983765,-108.527000427
KGJT,0,0,0,39.1223983765,-108.527000427,3,45.3760986328,-73.9072036743
CSP6,1,1,1,45.3760986328,-73.9072036743,3,41.3032,-95.894096
KOMA,0,1,0,41.3032,-95.894096,3,24.0607223510742,47.4108047485352
OE47,1,0,0,24.0607223510742,47.4108047485352,3,38.0806007385254,-85.6932983398437
07KY,3,0,0,38.0806007385254,-85.6932983398437,3,43.4608001709,-80.3786010742
CYKF,1,0,0,43.4608001709,-80.3786010742,3,39.0569000244141,-85.0355987548828
IG07,2,0,0,39.0569000244141,-85.0355987548828,3,38.810799,-76.866997
KADW,1,0,0,38.810799,-76.866997,3,38.748697,-90.370003
KSTL,0,2,1,38.748697,-90.370003,3,51.382702,-2.71909
EGGD,0,2,1,51.382702,-2.71909,3,51.1026992798,16.885799408
EPWR,0,0,1,51.1026992798,16.885799408,3,32.5649,-95.465398
43TS,0,0,0,32.5649,-95.465398,3,51.423889,12.236389
EDDP,1,0,0,51.423889,12.236389,3,51.3307991028,0.0324999988079
EGKB,0,0,0,51.3307991028,0.0324999988079,3,29.64539909,-95.27890015
KHOU,1,4,1,29.64539909,-95.27890015,3,45.58869934,-122.5979996
KPDX,5,12,1,45.58869934,-122.5979996,3,47.464699,8.54917
