icao_code,long_destination,medium_destination,short_destination,latitude,longitude,group
KORD,88,16,16,41.9786,-87.9048,C
VHSK,20,0,0,22.4365997314453,114.080001831055,C
86WA,0,0,0,47.0040016174316,-122.236000061035,C
KBED,3,2,0,42.47000122,-71.28900146,C
KAUN,0,0,1,38.95479965,-121.0820007,C
RCKH,1,0,0,22.5771007537842,120.349998474121,C
RJTT,63,0,0,35.552299,139.779999,C
VTBU,0,0,1,12.6799001693726,101.004997253418,C
CYUL,16,7,6,45.4706001282,-73.7407989502,C
RKRB,5,1,0,37.474918,126.747272,C
KBVY,2,1,2,42.584202,-70.916496,C
KLGA,1,1,3,40.777199,-73.872597,C
LEBL,24,0,2,41.2971,2.07846,C
LKKL,0,0,0,50.1128005981445,14.0896997451782,C
LL59,0,0,0,31.8978996276855,34.6907997131348,C
YBCS,0,0,0,-16.885799408,145.755004883,C
CYWG,0,0,0,49.9099998474,-97.2398986816,C
EKBI,0,0,1,55.7402992249,9.15178012848,C
OTBH,4,0,0,25.1173000336,51.3149986267,C
EGLF,0,0,0,51.2757987976,-0.776332974434,C
FABB,9,0,0,-26.2385997772217,28.3017997741699,C
KBFI,1,7,1,47.5299987792969,-122.302001953125,C
KLAX,181,97,19,33.942501,-118.407997,C
KPBI,0,0,0,26.6832008361816,-80.0955963134766,C
LGKO,0,0,0,36.7933006286621,27.0916996002197,C
CYZG,0,0,0,62.1794013977051,-75.6671981811523,C
EDDS,0,0,0,48.6898994446,9.22196006775,C
EFKU,1,0,0,63.007099,27.7978,C
KPHX,16,24,3,33.4342994689941,-112.012001037598,C
KPMP,0,0,0,26.247100830078,-80.111099243164,C
KSDF,7,0,0,38.1744,-85.736,C
EHGG,0,0,0,53.1197013855,6.57944011688,C
TXKF,0,1,0,32.3639984130859,-64.6787033081055,C
UUEE,34,8,46,55.972599,37.4146,C
KHSD,0,1,0,35.6017990112305,-97.7061996459961,C
KMCC,0,0,1,38.66759872,-121.401001,C
KMCI,2,0,0,39.2976,-94.713898,C
KMDT,0,0,0,40.1935005188,-76.7633972168,C
KSVN,0,0,0,32.00999832,-81.14569855,C
LIPR,1,0,0,44.020302,12.6117,C
LOWS,0,0,0,47.7933006287,13.0043001175,C
MS62,9,0,0,34.9911994934082,-89.8155975341797,C
SKBO,7,2,0,4.70159,-74.1469,C
EDEG,0,0,0,50.9700012207031,10.7277784347534,C
EPKT,0,1,2,50.4743,19.08,C
FASI,0,0,0,-26.2494004736,28.3982715607,D
KMGJ,0,1,0,41.50999832,-74.26460266,D
EDCT,1,0,1,51.3950004577637,12.5369443893433,D
EGCC,14,3,9,53.3536987304688,-2.27495002746582,D
NZCH,0,0,0,-43.4893989562988,172.531997680664,D
WI58,0,0,0,42.5222015380859,-88.0279006958008,D
EDDM,60,0,3,48.353802,11.7861,D
68CA,0,0,1,40.3610992431641,-122.216003417969,D
KEYE,0,1,1,39.830699920654,-86.294403076172,D
PAED,0,1,0,61.2509994506836,-149.807006835938,D
OE53,0,1,0,24.9421005249023,46.3912010192871,D
KBCT,1,2,0,26.3784999847,-80.1076965332,D
KCVG,0,0,0,39.048801,-84.667801,D
83TA,0,0,1,31.9002990722656,-96.6003036499023,D
BIRK,0,0,0,64.1299972534,-21.9405994415,D
FALE,2,0,0,-29.6144444444,31.1197222222,D
KCMH,0,1,0,39.998001,-82.891899,D
KPUB,0,0,0,38.2891006469727,-104.497001647949,D
MMTJ,0,1,8,32.5410995483398,-116.970001220703,D
ZUCK,1,2,0,29.7192001342773,106.641998291016,D
5OR9,0,0,0,44.776798248291,-122.76000213623,D
EDDL,12,0,1,51.289501,6.76678,D
ULLP,0,1,1,59.685001,30.338301,D
51GA,2,0,0,33.5080986022949,-84.6005020141602,D
OR81,0,0,0,45.5597991943,-123.019996643,D
SSJC,0,0,0,-29.9830551147461,-51.3005561828613,D
UUDD,5,1,16,55.4087982177734,37.9062995910645,D
UUMU,0,0,0,55.8783,38.061699,D
EYKA,1,0,0,54.9639015197754,24.0848007202148,D
KFRG,0,1,0,40.7288017273,-73.4133987427,D
SPJC,3,3,0,-12.0219002,-77.1143036,D
VTBD,3,0,8,13.9125995636,100.607002258,D
KOPF,7,1,1,25.907,-80.278397,D
KSMF,2,6,0,38.6954002380371,-121.591003417969,D
LFPB,4,0,0,48.9693984985352,2.44139003753662,D
MRPV,0,0,0,9.95705032348633,-84.1398010253906,D
38IN,0,0,0,39.9020004272461,-86.3630981445312,D
EDDB,1,0,1,52.351389,13.493889,D
EFHK,22,0,6,60.3172,24.963301,D
EGNT,0,0,2,55.0374984741211,-1.69166994094849,D
KUMP,0,0,0,39.93519974,-86.04499817,D
LFBO,1,0,0,43.629101,1.36382,D
RCTP,44,3,0,25.0777,121.233002,D
SDVL,1,0,0,-22.2427787780762,-43.7136116027832,D
FL66,0,1,0,29.559700012207,-82.4994964599609,D
KSFF,0,0,0,47.682800292969,-117.32299804688,D
LIRS,1,0,0,42.759701,11.0719,D
KDVT,0,4,3,33.6883010864,-112.083000183,D
KI67,0,0,0,39.2588996887207,-84.774299621582,D
KPYM,0,1,0,41.909,-70.728798,D
KSDM,0,0,2,32.572299957275,-116.98000335693,D
LPPT,19,0,5,38.7813,-9.13592,D
OMDW,28,1,5,24.896356,55.161389,D
PABV,0,0,1,61.41650009,-149.5070038,D
K12N,0,1,0,41.0085983276,-74.7379989624,D
KDTW,1,4,0,42.2123985290527,-83.353401184082,D
LMML,1,0,0,35.857498,14.4775,D
LRBS,1,0,0,44.5032005310059,26.1021003723144,D
RCMQ,0,0,0,24.2646999359131,120.621002197266,D
CYMX,0,3,2,45.679501,-74.038696,D
KBOS,55,34,4,42.36429977,-71.00520325,D
KHWD,0,0,1,37.659198761,-122.122001648,D
KRVS,0,1,0,36.039600372314,-95.984596252441,D
PAMR,0,1,0,61.2135009765625,-149.843994140625,D
EDDH,0,0,0,53.630401611328,9.9882297515869,D
EGHH,0,0,0,50.7799987792969,-1.84249997138977,D
K06C,11,0,8,41.9892997742,-88.1011962891,D
KFFZ,0,0,0,33.4608001709,-111.727996826,D
KISP,1,1,0,40.79520035,-73.10019684,D
KSAT,0,1,1,29.533701,-98.469803,D
LZIB,0,1,1,48.1702003479004,17.2126998901367,D
OMDM,1,0,0,25.0268001556,55.3661994934,D
6FD7,0,2,0,27.5442008972168,-82.5300979614258,D
EDRN,0,0,0,49.9702796936,7.47916698456,D
KFCM,0,0,0,44.8272018433,-93.4570999146,D
KHPN,5,4,1,41.0670013427734,-73.7076034545899,D
LILG,0,0,0,45.7132,8.69912,D
LTFJ,0,1,3,40.898602,29.3092,D
RJFF,0,5,0,33.5858993530273,130.45100402832,D
EGNR,1,0,0,53.1781005859375,-2.97778010368347,D
KGRF,0,0,0,47.07920074,-122.5810013,D
OMAL,0,0,0,24.2616996765137,55.6091995239258,D
RKJK,0,0,0,35.9038009643555,126.615997314453,D
67NJ,0,0,1,40.969799041748,-75.0668029785156,D
CSA2,0,0,1,45.7919006347656,-73.6380996704102,D
ENBR,0,0,0,60.29339981,5.218140125,D
ESOW,0,0,0,59.5894012451172,16.6336002349853,D
KFTY,3,0,0,33.7790985107,-84.5214004517,D
EIWT,1,0,0,53.3521995544,-6.48611021042,D
KRNT,0,0,1,47.4930992126,-122.216003418,D
RJTA,3,0,0,35.454601,139.449997,D
EVRA,0,0,0,56.9235992431641,23.9710998535156,D
2KS9,1,0,0,38.9000015258789,-95.5836029052734,D
FAWK,1,0,0,-25.8299999237,28.2224998474,D
KMCO,4,0,0,28.4293994903564,-81.3089981079102,D
SADF,0,0,0,-34.4532,-58.5896,D
ZGSZ,6,0,2,22.6392993927002,113.810997009277,D
EBBR,13,0,2,50.9014015198,4.48443984985,D
KMGE,0,0,0,33.91540146,-84.51629639,D
KOSU,1,0,0,40.0798,-83.072998,D
LKVO,5,0,0,50.216599,14.3958,D
RJAH,4,0,0,36.181099,140.414993,D
WMKK,51,18,18,2.745579957962,101.70999908447,D
CEF4,1,0,0,51.2639007568359,-113.93399810791,D
PA08,0,1,0,39.7934,-77.778099,D
UUWW,2,4,9,55.5914993286,37.2615013123,D
76MI,0,0,0,43.133302,-85.724998,D
EGBB,0,2,5,52.4538993835,-1.74802994728,D
EIER,0,1,0,52.8125,-8.28222179412842,D
KGJT,0,0,0,39.1223983765,-108.527000427,D
CSP6,1,1,1,45.3760986328,-73.9072036743,D
KOMA,0,1,0,41.3032,-95.894096,D
OE47,1,0,0,24.0607223510742,47.4108047485352,D
07KY,3,0,0,38.0806007385254,-85.6932983398437,D
CYKF,1,0,0,43.4608001709,-80.3786010742,D
IG07,2,0,0,39.0569000244141,-85.0355987548828,D
KADW,1,0,0,38.810799,-76.866997,D
KSTL,0,2,1,38.748697,-90.370003,D
EGGD,0,2,1,51.382702,-2.71909,D
EPWR,0,0,1,51.1026992798,16.885799408,D
43TS,0,0,0,32.5649,-95.465398,D
EDDP,1,0,0,51.423889,12.236389,D
EGKB,0,0,0,51.3307991028,0.0324999988079,D
KHOU,1,4,1,29.64539909,-95.27890015,D
KPDX,5,12,1,45.58869934,-122.5979996,D
LSZH,62,0,13,47.464699,8.54917,D
RCPO,4,0,0,24.8180007935,120.939002991,D
EBMB,12,0,1,50.913,4.49,D
KRYY,0,0,1,34.01319885,-84.59860229,D
KSGS,1,0,0,44.85710144,-93.03289795,D
MMML,0,0,0,32.6306,-115.241997,D
KSFO,157,50,12,37.6189994812012,-122.375,D
MMUN,0,0,0,21.0365009308,-86.8770980835,D
SEQM,0,2,0,-0.129166666667,-78.3575,D
KCLL,0,1,0,30.58860016,-96.36380005,D
KL65,0,0,1,33.7608985900879,-117.218002319336,D
KSBP,0,1,0,35.2368011475,-120.641998291,D
MA80,0,1,0,42.119800567627,-72.8143005371094,D
ID27,0,0,0,47.75550079,-116.8590012,D
LTBW,76,2,0,41.1035995483,28.547700882,D
SDWL,0,0,1,-23.1916675568,-47.0750007629,D
UKKK,0,1,0,50.40194,30.45194,D
KHWO,7,3,0,26.0012,-80.2407,D
KT42,0,0,1,40.2113,-123.297997,D
UAII,0,0,0,42.364200592041,69.4788970947266,D
ULLI,1,0,4,59.8003005981445,30.2625007629394,D
EGNM,0,0,1,53.8658981323242,-1.66057002544403,D
KBUF,0,1,0,42.94049835,-78.73220062,D
KDAA,0,0,0,38.7150001526,-77.1809997559,D
LEAL,0,0,0,38.2821998596191,-0.55815601348877,D
FAGC,0,0,0,-25.9862995148,28.1401004791,D
RJBE,1,0,0,34.6328010559082,135.223999023438,D
CYHU,1,2,1,45.5175018311,-73.4169006348,D
KPHL,8,10,4,39.871898651123,-75.241096496582,D
KRHV,0,0,1,37.332901001,-121.819000244,D
UWLL,0,0,0,54.2682991028,48.2266998291,D
K07A,0,0,0,32.166801,-85.809702,D
KGEU,0,0,0,33.5269012451172,-112.294998168945,D
LIMA,0,0,0,45.086399,7.60337,D
LIMN,6,0,1,45.529598,8.66922,D
LIPZ,1,0,0,45.505299,12.3519,D
UAAR,0,0,0,43.3526000976562,76.8836975097656,D
WIII,7,1,5,-6.1255698204,106.65599823,D
63OH,1,0,0,39.7028007507324,-83.0939025878906,D
EHRD,0,0,0,51.956902,4.43722,D
MA36,1,0,0,42.6665000915527,-70.8529968261719,D
EGKK,20,1,20,51.148102,-0.190278,D
EGUN,0,0,0,52.3619003295898,0.486405998468399,D
KAPC,0,0,1,38.2132,-122.280998,D
KLAS,23,36,1,36.08010101,-115.1520004,D
MS65,0,0,0,34.9500999450684,-90.2001037597656,D
SBGL,1,0,0,-22.8099994659,-43.2505569458,D
1NC9,0,1,0,35.4496994018555,-81.426399230957,D
K5C1,0,0,1,29.7238998413086,-98.6946029663086,D
KMOD,0,0,0,37.62580109,-120.9540024,D
SAEZ,40,1,1,-34.8222,-58.5358,D
SUBL,0,0,0,-34.811533,-56.164317,D
6MI3,1,0,0,42.7630996704102,-85.9828033447266,D
AL72,3,0,0,34.6954,-86.786102,D
CL36,0,0,0,38.5694007873535,-122.804000854492,D
EDDT,2,0,0,52.5597,13.2877,D
RJTL,14,0,0,35.798901,140.011002,D
UNNE,0,0,0,55.092399597168,83.0045013427734,D
KLVK,0,0,1,37.6934013367,-121.819999695,D
6GA0,1,0,0,34.1325988769531,-84.1994018554687,D
FAOR,100,0,0,-26.1392,28.246,D
K4K3,0,0,0,39.2098007202148,-93.9280014038086,D
KORL,4,1,0,28.5455,-81.332901,D
EGAC,0,0,1,54.6180992126465,-5.87249994277954,D
IN90,0,0,0,41.2597999572754,-87.4813995361328,D
LIRF,83,1,10,41.8002778,12.2388889,D
NZAR,0,0,1,-37.0297012329102,174.973007202148,D
SBRJ,0,0,0,-22.9104995728,-43.1631011963,D
60CL,0,1,0,38.598801,-121.560997,D
81IL,0,1,0,40.433943,-89.356585,D
KDFW,31,7,15,32.896801,-97.038002,D
VEIM,0,1,0,24.7600002289,93.896697998,D
25XS,0,0,0,32.4864997863769,-96.8463973999024,D
K1H8,0,1,0,39.3025016784668,-88.0040969848633,D
